unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1663376400,2022-09-17 01:00:00,BTC/USDT,20009,20016,19984,20016,0.03068024,614.09568384
1663372800,2022-09-17 00:00:00,BTC/USDT,19814,19967,19814,19967,0.23402187,4672.71467829
1663369200,2022-09-16 23:00:00,BTC/USDT,19714,19734,19714,19734,0.45244318,8928.51371412
1663365600,2022-09-16 22:00:00,BTC/USDT,19733,19756,19698,19756,4.63491044,91567.29065263999
1663362000,2022-09-16 21:00:00,BTC/USDT,19720,19720,19720,19720,0.00328953,64.8695316
1663358400,2022-09-16 20:00:00,BTC/USDT,19629,19730,19629,19730,0.01249641,246.55416929999998
1663354800,2022-09-16 19:00:00,BTC/USDT,19571,19622,19571,19622,0.02126035,417.1705877
1663351200,2022-09-16 18:00:00,BTC/USDT,19483,19579,19433,19579,0.37965435,7433.25251865
1663347600,2022-09-16 17:00:00,BTC/USDT,19463,19475,19376,19475,1.59397441,31042.65163475
1663344000,2022-09-16 16:00:00,BTC/USDT,19624,19624,19542,19558,0.24107886,4715.02034388
1663340400,2022-09-16 15:00:00,BTC/USDT,19666,19721,19619,19650,0.15708038,3086.6294669999997
1663336800,2022-09-16 14:00:00,BTC/USDT,19528,19777,19497,19703,0.33995045,6698.04371635
1663333200,2022-09-16 13:00:00,BTC/USDT,19717,19723,19444,19481,0.18361122,3576.93017682
1663329600,2022-09-16 12:00:00,BTC/USDT,19806,19806,19806,19806,0.01049681,207.89981886
1663326000,2022-09-16 11:00:00,BTC/USDT,19796,19796,19796,19796,0.00760430,150.5347228
1663322400,2022-09-16 10:00:00,BTC/USDT,19782,19818,19782,19814,0.06620614,1311.80845796
1663318800,2022-09-16 09:00:00,BTC/USDT,19754,19773,19754,19771,0.12791723,2529.05155433
1663315200,2022-09-16 08:00:00,BTC/USDT,19745,19745,19666,19666,0.09448553,1858.15243298
1663311600,2022-09-16 07:00:00,BTC/USDT,19763,19763,19763,19763,1.65921082,32790.98343566
1663308000,2022-09-16 06:00:00,BTC/USDT,19759,19759,19759,19759,1.28612630,25412.569561700002
1663304400,2022-09-16 05:00:00,BTC/USDT,19840,19840,19840,19840,0.00000000,0.0
1663300800,2022-09-16 04:00:00,BTC/USDT,19751,19840,19751,19840,2.35988063,46820.0316992
1663297200,2022-09-16 03:00:00,BTC/USDT,19786,19786,19786,19786,0.00000000,0.0
1663293600,2022-09-16 02:00:00,BTC/USDT,19786,19786,19786,19786,0.00000000,0.0
1663290000,2022-09-16 01:00:00,BTC/USDT,19785,19786,19785,19786,0.00126356,25.00079816
1663286400,2022-09-16 00:00:00,BTC/USDT,19715,19754,19643,19728,1.36138450,26857.393416
1663282800,2022-09-15 23:00:00,BTC/USDT,19673,19710,19663,19710,0.23744322,4680.0058662
1663279200,2022-09-15 22:00:00,BTC/USDT,19805,19807,19670,19676,0.46095474,9069.745464239999
1663275600,2022-09-15 21:00:00,BTC/USDT,19835,19871,19811,19835,0.07148410,1417.8871235
1663272000,2022-09-15 20:00:00,BTC/USDT,19838,19847,19792,19838,0.18217274,3613.94281612
1663268400,2022-09-15 19:00:00,BTC/USDT,19746,19827,19673,19788,2.55523376,50562.96564288
1663264800,2022-09-15 18:00:00,BTC/USDT,19775,19861,19741,19750,15.75513811,311163.9776725
1663261200,2022-09-15 17:00:00,BTC/USDT,19920,19920,19808,19822,3.13679714,62177.592909080005
1663257600,2022-09-15 16:00:00,BTC/USDT,19721,19836,19719,19823,0.10502098,2081.83088654
1663254000,2022-09-15 15:00:00,BTC/USDT,19696,19729,19545,19694,0.26091074,5138.37611356
1663250400,2022-09-15 14:00:00,BTC/USDT,20039,20039,19856,19856,0.21206743,4210.81089008
1663246800,2022-09-15 13:00:00,BTC/USDT,20128,20128,20126,20126,0.03453133,694.97754758
1663243200,2022-09-15 12:00:00,BTC/USDT,20125,20155,20086,20155,5.03417891,101463.87593104999
1663239600,2022-09-15 11:00:00,BTC/USDT,20117,20180,20117,20143,1.97020026,39685.74383718
1663236000,2022-09-15 10:00:00,BTC/USDT,20105,20186,20105,20122,0.76174272,15327.78701184
1663232400,2022-09-15 09:00:00,BTC/USDT,20134,20188,20073,20124,0.61356845,12347.4514878
1663228800,2022-09-15 08:00:00,BTC/USDT,20181,20181,20060,20136,0.68955654,13884.91048944
1663225200,2022-09-15 07:00:00,BTC/USDT,20112,20199,20112,20194,0.33733411,6812.12501734
1663221600,2022-09-15 06:00:00,BTC/USDT,20131,20239,20006,20071,1.48827371,29871.141633410003
1663218000,2022-09-15 05:00:00,BTC/USDT,20036,20164,20029,20118,1.55842783,31352.451083940003
1663214400,2022-09-15 04:00:00,BTC/USDT,20017,20048,20009,20010,0.93561288,18721.6137288
1663210800,2022-09-15 03:00:00,BTC/USDT,20018,20046,20003,20024,2.52337845,50528.1300828
1663207200,2022-09-15 02:00:00,BTC/USDT,20025,20025,20025,20025,0.00050469,10.10641725
1663203600,2022-09-15 01:00:00,BTC/USDT,20062,20129,20062,20129,0.00521227,104.91778283
1663200000,2022-09-15 00:00:00,BTC/USDT,20227,20227,20212,20216,0.37786408,7638.90024128
1663196400,2022-09-14 23:00:00,BTC/USDT,20201,20201,20201,20201,0.00000000,0.0
1663192800,2022-09-14 22:00:00,BTC/USDT,20196,20229,20154,20201,0.38436570,7764.5715057
1663189200,2022-09-14 21:00:00,BTC/USDT,19903,20177,19903,20172,0.64101722,12930.59936184
1663185600,2022-09-14 20:00:00,BTC/USDT,19981,19981,19906,19956,0.31604929,6307.07963124
1663182000,2022-09-14 19:00:00,BTC/USDT,19799,19875,19791,19875,0.26368661,5240.77137375
1663178400,2022-09-14 18:00:00,BTC/USDT,19970,20003,19682,19809,1.41497415,28029.222937349998
1663174800,2022-09-14 17:00:00,BTC/USDT,20233,20233,20125,20145,0.22436341,4519.800894450001
1663171200,2022-09-14 16:00:00,BTC/USDT,20202,20202,20121,20145,0.81541396,16426.5142242
1663167600,2022-09-14 15:00:00,BTC/USDT,20266,20277,20161,20203,1.10336359,22291.254608770003
1663164000,2022-09-14 14:00:00,BTC/USDT,20272,20297,20138,20233,0.36727104,7430.99495232
1663160400,2022-09-14 13:00:00,BTC/USDT,20328,20328,20275,20275,0.00232236,47.085848999999996
1663156800,2022-09-14 12:00:00,BTC/USDT,20126,20319,20126,20319,0.18277020,3713.7076938
1663153200,2022-09-14 11:00:00,BTC/USDT,20174,20178,20100,20170,2.70077966,54474.7257422
1663149600,2022-09-14 10:00:00,BTC/USDT,20345,20373,20337,20337,0.35231150,7164.9589755
1663146000,2022-09-14 09:00:00,BTC/USDT,20352,20386,20331,20331,0.76389702,15530.79031362
1663142400,2022-09-14 08:00:00,BTC/USDT,20227,20387,20227,20387,0.02396749,488.62521863
1663138800,2022-09-14 07:00:00,BTC/USDT,20287,20287,20239,20239,0.02391486,484.01285154
1663135200,2022-09-14 06:00:00,BTC/USDT,20305,20305,20260,20260,0.01024310,207.525206
1663131600,2022-09-14 05:00:00,BTC/USDT,20337,20337,20337,20337,0.00000000,0.0
1663128000,2022-09-14 04:00:00,BTC/USDT,20332,20337,20332,20337,1.00039325,20344.997525249997
1663124400,2022-09-14 03:00:00,BTC/USDT,20432,20432,20407,20407,1.22000000,24896.54
1663120800,2022-09-14 02:00:00,BTC/USDT,20325,20528,20323,20511,0.79557176,16317.972369359999
1663117200,2022-09-14 01:00:00,BTC/USDT,20244,20244,20244,20244,0.03606006,729.99985464
1663113600,2022-09-14 00:00:00,BTC/USDT,20174,20194,20174,20194,0.16261299,3283.8067200600003
1663110000,2022-09-13 23:00:00,BTC/USDT,20216,20216,20216,20216,0.02256844,456.24358304
1663106400,2022-09-13 22:00:00,BTC/USDT,20220,20220,20193,20193,0.40000000,8077.200000000001
1663102800,2022-09-13 21:00:00,BTC/USDT,20137,20217,19895,19895,2.49752525,49688.26484875
1663099200,2022-09-13 20:00:00,BTC/USDT,20282,20400,20261,20261,1.28216499,25977.944862390003
1663095600,2022-09-13 19:00:00,BTC/USDT,20317,20319,20086,20276,0.46548552,9438.18440352
1663092000,2022-09-13 18:00:00,BTC/USDT,20754,20769,20268,20290,0.25621893,5198.6820897
1663088400,2022-09-13 17:00:00,BTC/USDT,20800,20855,20772,20855,0.09869607,2058.30653985
1663084800,2022-09-13 16:00:00,BTC/USDT,20867,20867,20749,20766,0.27600883,5731.599363779999
1663081200,2022-09-13 15:00:00,BTC/USDT,21005,21059,20860,20860,0.29493780,6152.402508
1663077600,2022-09-13 14:00:00,BTC/USDT,21191,21250,20900,21021,1.18477954,24905.250710340002
1663074000,2022-09-13 13:00:00,BTC/USDT,21486,21486,21200,21200,8.02002685,170024.56922
1663070400,2022-09-13 12:00:00,BTC/USDT,22555,22751,21400,21443,1.92317924,41238.732443320005
1663066800,2022-09-13 11:00:00,BTC/USDT,22567,22670,22541,22546,1.81594389,40942.27094394
1663063200,2022-09-13 10:00:00,BTC/USDT,22434,22543,22434,22543,0.21056667,4746.80444181
1663059600,2022-09-13 09:00:00,BTC/USDT,22305,22418,22305,22390,1.29406034,28974.0110126
1663056000,2022-09-13 08:00:00,BTC/USDT,22305,22305,22305,22305,0.02349091,523.96474755
1663052400,2022-09-13 07:00:00,BTC/USDT,22353,22408,22301,22301,0.13687488,3052.44669888
1663048800,2022-09-13 06:00:00,BTC/USDT,22500,22633,22500,22540,3.71748441,83792.0986014
1663045200,2022-09-13 05:00:00,BTC/USDT,22280,22396,22279,22396,0.13255611,2968.72663956
1663041600,2022-09-13 04:00:00,BTC/USDT,22263,22304,22249,22304,1.06947357,23853.53850528
1663038000,2022-09-13 03:00:00,BTC/USDT,22229,22229,22229,22229,0.00167070,37.1379903
1663034400,2022-09-13 02:00:00,BTC/USDT,22184,22184,22184,22184,0.00192902,42.79337968
1663030800,2022-09-13 01:00:00,BTC/USDT,22224,22224,22216,22216,0.08328548,1850.2702236799998
1663027200,2022-09-13 00:00:00,BTC/USDT,22410,22410,22195,22195,1.30139966,28884.565453699997
1663023600,2022-09-12 23:00:00,BTC/USDT,22315,22315,22315,22315,0.00000000,0.0
1663020000,2022-09-12 22:00:00,BTC/USDT,22327,22327,22315,22315,0.01446640,322.817716
1663016400,2022-09-12 21:00:00,BTC/USDT,22392,22394,22273,22318,0.19310363,4309.68681434
1663012800,2022-09-12 20:00:00,BTC/USDT,22414,22414,22381,22381,0.01414536,316.58730216
1663009200,2022-09-12 19:00:00,BTC/USDT,22415,22415,22415,22415,0.03594916,805.8004214
1663005600,2022-09-12 18:00:00,BTC/USDT,22361,22384,22299,22384,0.39597955,8863.6062472
1663002000,2022-09-12 17:00:00,BTC/USDT,22195,22374,22159,22361,0.60629410,13557.3423701
1662998400,2022-09-12 16:00:00,BTC/USDT,22087,22241,22087,22241,0.14243149,3167.81876909
1662994800,2022-09-12 15:00:00,BTC/USDT,22286,22306,22103,22103,1.04051959,22998.60449777
1662991200,2022-09-12 14:00:00,BTC/USDT,22374,22435,22309,22309,0.02986126,666.17484934
1662987600,2022-09-12 13:00:00,BTC/USDT,22321,22405,22303,22405,0.78081090,17494.0682145
1662984000,2022-09-12 12:00:00,BTC/USDT,22286,22373,22258,22361,0.31537629,7052.12922069
1662980400,2022-09-12 11:00:00,BTC/USDT,22135,22438,22135,22317,1.29370666,28871.65153122
1662976800,2022-09-12 10:00:00,BTC/USDT,22133,22185,21983,22145,0.51774408,11465.4426516
1662973200,2022-09-12 09:00:00,BTC/USDT,22243,22246,22146,22146,0.44299911,9810.658290059999
1662969600,2022-09-12 08:00:00,BTC/USDT,22221,22262,22148,22241,0.12250495,2724.63259295
1662966000,2022-09-12 07:00:00,BTC/USDT,21832,22221,21832,22212,4.02273488,89352.98715455999
1662962400,2022-09-12 06:00:00,BTC/USDT,21763,21837,21700,21822,0.19229622,4196.2881128399995
1662958800,2022-09-12 05:00:00,BTC/USDT,21729,21774,21681,21774,0.35351657,7697.46979518
1662955200,2022-09-12 04:00:00,BTC/USDT,21648,21718,21648,21718,0.61203422,13292.159189959999
1662951600,2022-09-12 03:00:00,BTC/USDT,21757,21803,21563,21607,6.02431901,130167.46084907
1662948000,2022-09-12 02:00:00,BTC/USDT,21781,21798,21680,21772,0.73380061,15976.30688092
1662944400,2022-09-12 01:00:00,BTC/USDT,21609,22298,21609,22186,9.29242134,206161.65984924
1662940800,2022-09-12 00:00:00,BTC/USDT,21804,21820,21706,21706,1.15253888,25017.00892928
1662937200,2022-09-11 23:00:00,BTC/USDT,21742,21799,21741,21799,0.59958439,13070.34011761
1662933600,2022-09-11 22:00:00,BTC/USDT,21594,21594,21594,21594,0.00109751,23.69963094
1662930000,2022-09-11 21:00:00,BTC/USDT,21713,21713,21557,21562,1.37620340,29673.697710800003
1662926400,2022-09-11 20:00:00,BTC/USDT,21663,21663,21548,21552,0.02449700,527.959344
1662922800,2022-09-11 19:00:00,BTC/USDT,21587,21612,21587,21609,0.05227728,1129.6597435200001
1662919200,2022-09-11 18:00:00,BTC/USDT,21592,21594,21592,21594,0.00658046,142.09845324
1662915600,2022-09-11 17:00:00,BTC/USDT,21646,21868,21615,21615,1.41263675,30534.14335125
1662912000,2022-09-11 16:00:00,BTC/USDT,21676,21705,21674,21705,0.07992605,1734.79491525
1662908400,2022-09-11 15:00:00,BTC/USDT,21572,21709,21572,21669,0.40098594,8688.96433386
1662904800,2022-09-11 14:00:00,BTC/USDT,21557,21557,21477,21513,0.35225768,7578.11946984
1662901200,2022-09-11 13:00:00,BTC/USDT,21606,21606,21539,21539,0.10189033,2194.6158178700002
1662897600,2022-09-11 12:00:00,BTC/USDT,21569,21615,21569,21615,0.04888514,1056.6523011
1662894000,2022-09-11 11:00:00,BTC/USDT,21640,21640,21613,21613,0.03960041,855.8836613300001
1662890400,2022-09-11 10:00:00,BTC/USDT,21606,21606,21606,21606,0.00000000,0.0
1662886800,2022-09-11 09:00:00,BTC/USDT,21606,21606,21606,21606,0.02296854,496.25827524
1662883200,2022-09-11 08:00:00,BTC/USDT,21648,21649,21648,21649,0.02675323,579.1806762699999
1662879600,2022-09-11 07:00:00,BTC/USDT,21586,21586,21586,21586,0.00919227,198.42434022
1662876000,2022-09-11 06:00:00,BTC/USDT,21612,21633,21391,21391,0.51890102,11099.811718820001
1662872400,2022-09-11 05:00:00,BTC/USDT,21547,21603,21547,21603,0.04601837,994.13484711
1662868800,2022-09-11 04:00:00,BTC/USDT,21566,21566,21566,21566,0.00000000,0.0
1662865200,2022-09-11 03:00:00,BTC/USDT,21566,21566,21566,21566,0.00000000,0.0
1662861600,2022-09-11 02:00:00,BTC/USDT,21566,21566,21566,21566,0.00000000,0.0
1662858000,2022-09-11 01:00:00,BTC/USDT,21566,21566,21566,21566,0.00148348,31.992729679999997
1662854400,2022-09-11 00:00:00,BTC/USDT,21687,21687,21621,21626,0.07918881,1712.53720506
1662850800,2022-09-10 23:00:00,BTC/USDT,21782,21782,21724,21724,0.02380513,517.14264412
1662847200,2022-09-10 22:00:00,BTC/USDT,21691,21697,21640,21640,0.70568838,15271.0965432
1662843600,2022-09-10 21:00:00,BTC/USDT,21482,21700,21482,21700,0.21614126,4690.265342
1662840000,2022-09-10 20:00:00,BTC/USDT,21531,21531,21410,21411,0.02243357,480.32516727
1662836400,2022-09-10 19:00:00,BTC/USDT,21470,21585,21470,21585,0.05630396,1215.3209766
1662832800,2022-09-10 18:00:00,BTC/USDT,21304,21445,21304,21445,0.02040844,437.6589958
1662829200,2022-09-10 17:00:00,BTC/USDT,21338,21338,21297,21298,0.09057280,1929.0194944
1662825600,2022-09-10 16:00:00,BTC/USDT,21219,21219,21219,21219,0.00000000,0.0
1662822000,2022-09-10 15:00:00,BTC/USDT,21199,21219,21199,21219,0.21593614,4581.94895466
1662818400,2022-09-10 14:00:00,BTC/USDT,21251,21251,21251,21251,0.00080907,17.19354657
1662814800,2022-09-10 13:00:00,BTC/USDT,21307,21307,21156,21156,0.68693741,14532.84784596
1662811200,2022-09-10 12:00:00,BTC/USDT,21211,21211,21211,21211,0.25919593,5497.804871230001
1662807600,2022-09-10 11:00:00,BTC/USDT,21324,21324,21300,21300,0.02823131,601.326903
1662804000,2022-09-10 10:00:00,BTC/USDT,21328,21368,21301,21368,0.02382374,509.06567631999997
1662800400,2022-09-10 09:00:00,BTC/USDT,21349,21349,21349,21349,0.00664700,141.906803
1662796800,2022-09-10 08:00:00,BTC/USDT,21344,21374,21315,21330,0.23228809,4954.7049597000005
1662793200,2022-09-10 07:00:00,BTC/USDT,21480,21480,21298,21304,0.01983082,422.47578927999996
1662789600,2022-09-10 06:00:00,BTC/USDT,21574,21586,21486,21492,4.15541187,89308.11191004
1662786000,2022-09-10 05:00:00,BTC/USDT,21448,21644,21431,21538,1.64978460,35533.0607148
1662782400,2022-09-10 04:00:00,BTC/USDT,21330,21422,21330,21419,0.24200404,5183.48453276
1662778800,2022-09-10 03:00:00,BTC/USDT,21367,21367,21315,21315,0.14229415,3032.9998072500002
1662775200,2022-09-10 02:00:00,BTC/USDT,21308,21308,21308,21308,0.15060471,3209.08516068
1662771600,2022-09-10 01:00:00,BTC/USDT,21304,21304,21304,21304,0.00077876,16.59070304
1662768000,2022-09-10 00:00:00,BTC/USDT,21339,21339,21214,21241,0.03863018,820.54365338
1662764400,2022-09-09 23:00:00,BTC/USDT,21500,21620,21337,21365,4.67515735,99884.73678275
1662760800,2022-09-09 22:00:00,BTC/USDT,21306,21377,21298,21377,0.96604681,20651.182657370002
1662757200,2022-09-09 21:00:00,BTC/USDT,21269,21310,21223,21223,0.49710383,10550.03458409
1662753600,2022-09-09 20:00:00,BTC/USDT,21258,21332,21258,21277,1.03131557,21943.30138289
1662750000,2022-09-09 19:00:00,BTC/USDT,21165,21295,21165,21285,0.39920187,8497.01180295
1662746400,2022-09-09 18:00:00,BTC/USDT,21175,21207,21165,21173,0.98205648,20793.08185104
1662742800,2022-09-09 17:00:00,BTC/USDT,21279,21423,21242,21251,0.66319332,14093.52124332
1662739200,2022-09-09 16:00:00,BTC/USDT,21180,21368,21154,21262,0.71899116,15287.19004392
1662735600,2022-09-09 15:00:00,BTC/USDT,21139,21282,21090,21282,0.37843366,8053.82515212
1662732000,2022-09-09 14:00:00,BTC/USDT,21014,21095,20983,21095,1.23475409,26047.13752855
1662728400,2022-09-09 13:00:00,BTC/USDT,20999,21022,20999,21022,0.02428852,510.59326744000003
1662724800,2022-09-09 12:00:00,BTC/USDT,21000,21234,21000,21210,1.12969126,23960.751624599998
1662721200,2022-09-09 11:00:00,BTC/USDT,20905,20905,20905,20905,0.00131200,27.42736
1662717600,2022-09-09 10:00:00,BTC/USDT,20848,21048,20848,21048,0.56981862,11993.542313760001
1662714000,2022-09-09 09:00:00,BTC/USDT,20710,20718,20646,20718,0.21228746,4398.17159628
1662710400,2022-09-09 08:00:00,BTC/USDT,20785,20926,20674,20852,2.38336370,49697.8998724
1662706800,2022-09-09 07:00:00,BTC/USDT,20727,20727,20619,20619,0.29379229,6057.70322751
1662703200,2022-09-09 06:00:00,BTC/USDT,20520,20782,20520,20695,1.22830788,25419.8315766
1662699600,2022-09-09 05:00:00,BTC/USDT,20413,20676,20413,20491,2.62192638,53725.89345258
1662696000,2022-09-09 04:00:00,BTC/USDT,20087,20419,20087,20419,4.09150749,83544.49143831
1662692400,2022-09-09 03:00:00,BTC/USDT,19479,19797,19479,19794,5.40149312,106917.15481728
1662688800,2022-09-09 02:00:00,BTC/USDT,19398,19398,19371,19371,0.00945899,183.23009529
1662685200,2022-09-09 01:00:00,BTC/USDT,19334,19334,19334,19334,0.15000000,2900.1
1662681600,2022-09-09 00:00:00,BTC/USDT,19308,19308,19308,19308,0.00000000,0.0
1662678000,2022-09-08 23:00:00,BTC/USDT,19308,19308,19308,19308,0.00000000,0.0
1662674400,2022-09-08 22:00:00,BTC/USDT,19308,19308,19308,19308,0.00128523,24.815220840000002
1662670800,2022-09-08 21:00:00,BTC/USDT,19334,19334,19334,19334,0.00055124,10.657674160000001
1662667200,2022-09-08 20:00:00,BTC/USDT,19370,19370,19370,19370,0.00764603,148.1036011
1662663600,2022-09-08 19:00:00,BTC/USDT,19213,19297,19202,19297,1.83633891,35435.83194627
1662660000,2022-09-08 18:00:00,BTC/USDT,19214,19214,19203,19203,0.00513314,98.57168741999999
1662656400,2022-09-08 17:00:00,BTC/USDT,19174,19231,19139,19227,0.12731410,2447.8682007
1662652800,2022-09-08 16:00:00,BTC/USDT,19244,19244,19118,19187,0.48471352,9300.19830824
1662649200,2022-09-08 15:00:00,BTC/USDT,19301,19349,19272,19272,0.04596327,885.80413944
1662645600,2022-09-08 14:00:00,BTC/USDT,19119,19280,19112,19280,0.09603540,1851.5625120000002
1662642000,2022-09-08 13:00:00,BTC/USDT,19100,19314,19087,19230,0.76483321,14707.7426283
1662638400,2022-09-08 12:00:00,BTC/USDT,19250,19250,19163,19202,1.42085412,27283.24081224
1662634800,2022-09-08 11:00:00,BTC/USDT,19364,19364,19296,19301,0.13249344,2557.25588544
1662631200,2022-09-08 10:00:00,BTC/USDT,19179,19326,19178,19326,0.21368802,4129.73467452
1662627600,2022-09-08 09:00:00,BTC/USDT,19204,19204,19169,19169,0.43416130,8322.4379597
1662624000,2022-09-08 08:00:00,BTC/USDT,19190,19206,19190,19206,0.35969257,6908.25549942
1662620400,2022-09-08 07:00:00,BTC/USDT,19251,19251,19095,19106,0.04880335,932.4368051
1662616800,2022-09-08 06:00:00,BTC/USDT,19260,19260,19259,19259,0.46482594,8952.08277846
1662613200,2022-09-08 05:00:00,BTC/USDT,19293,19303,19287,19296,0.05113324,986.6669990400001
1662609600,2022-09-08 04:00:00,BTC/USDT,19266,19266,19266,19266,0.48000000,9247.68
1662606000,2022-09-08 03:00:00,BTC/USDT,19239,19239,19239,19239,0.00000000,0.0
1662602400,2022-09-08 02:00:00,BTC/USDT,19239,19239,19239,19239,0.00287341,55.28153499
1662598800,2022-09-08 01:00:00,BTC/USDT,19231,19231,19178,19203,0.60754074,11666.60483022
1662595200,2022-09-08 00:00:00,BTC/USDT,19315,19340,19260,19260,0.78505830,15120.222858
1662591600,2022-09-07 23:00:00,BTC/USDT,19379,19379,19379,19379,0.00000000,0.0
1662588000,2022-09-07 22:00:00,BTC/USDT,19401,19401,19377,19379,0.82303163,15949.52995777
1662584400,2022-09-07 21:00:00,BTC/USDT,19352,19353,19326,19326,0.18917187,3655.93555962
1662580800,2022-09-07 20:00:00,BTC/USDT,19137,19442,19137,19442,1.27540742,24796.47105964
1662577200,2022-09-07 19:00:00,BTC/USDT,19109,19109,19109,19109,0.00000000,0.0
1662573600,2022-09-07 18:00:00,BTC/USDT,18972,19109,18972,19109,0.12706851,2428.15215759
1662570000,2022-09-07 17:00:00,BTC/USDT,18916,19011,18916,19011,0.22144053,4209.80591583
1662566400,2022-09-07 16:00:00,BTC/USDT,18893,18950,18861,18950,0.04462182,845.583489
1662562800,2022-09-07 15:00:00,BTC/USDT,18918,18925,18881,18881,0.04407665,832.2112286500001
1662559200,2022-09-07 14:00:00,BTC/USDT,18851,18907,18830,18907,0.51217040,9683.6057528
1662555600,2022-09-07 13:00:00,BTC/USDT,18839,18851,18839,18851,0.05021434,946.59052334
1662552000,2022-09-07 12:00:00,BTC/USDT,18732,18732,18731,18731,0.15231454,2853.00364874
1662548400,2022-09-07 11:00:00,BTC/USDT,18756,18756,18716,18716,0.11219453,2099.83282348
1662544800,2022-09-07 10:00:00,BTC/USDT,18751,18751,18735,18735,0.00786774,147.4021089
1662541200,2022-09-07 09:00:00,BTC/USDT,18812,18812,18812,18812,0.00111282,20.934369840000002
1662537600,2022-09-07 08:00:00,BTC/USDT,18797,18797,18797,18797,0.00000000,0.0
1662534000,2022-09-07 07:00:00,BTC/USDT,18797,18797,18797,18797,0.10000000,1879.7
1662530400,2022-09-07 06:00:00,BTC/USDT,18819,18819,18818,18818,0.00294850,55.484873
1662526800,2022-09-07 05:00:00,BTC/USDT,18773,18782,18773,18782,0.14570693,2736.6675592600004
1662523200,2022-09-07 04:00:00,BTC/USDT,18712,18719,18712,18719,0.00747074,139.84478206
1662519600,2022-09-07 03:00:00,BTC/USDT,18606,18606,18606,18606,0.00000000,0.0
1662516000,2022-09-07 02:00:00,BTC/USDT,18775,18775,18541,18606,0.47268668,8794.808368080001
1662512400,2022-09-07 01:00:00,BTC/USDT,18848,18848,18848,18848,0.00000000,0.0
1662508800,2022-09-07 00:00:00,BTC/USDT,18848,18848,18848,18848,0.00000000,0.0
1662505200,2022-09-06 23:00:00,BTC/USDT,18850,18850,18848,18848,0.94421000,17796.47008
1662501600,2022-09-06 22:00:00,BTC/USDT,18980,18980,18919,18919,0.00895364,169.39391516
1662498000,2022-09-06 21:00:00,BTC/USDT,18993,19050,18949,18973,1.80703200,34284.818136
1662494400,2022-09-06 20:00:00,BTC/USDT,18860,18966,18742,18966,0.65487506,12420.36038796
1662490800,2022-09-06 19:00:00,BTC/USDT,18900,18900,18753,18873,1.62206731,30613.27634163
1662487200,2022-09-06 18:00:00,BTC/USDT,19067,19077,19005,19028,0.72170081,13732.52301268
1662483600,2022-09-06 17:00:00,BTC/USDT,19639,19639,18969,19100,11.77876790,224974.46689
1662480000,2022-09-06 16:00:00,BTC/USDT,19776,19776,19689,19729,0.31442019,6203.19592851
1662476400,2022-09-06 15:00:00,BTC/USDT,19843,19843,19802,19819,0.01517411,300.73568609
1662472800,2022-09-06 14:00:00,BTC/USDT,19769,19849,19731,19849,1.90561805,37824.61267445
1662469200,2022-09-06 13:00:00,BTC/USDT,19852,19882,19742,19754,0.46285647,9143.26670838
1662465600,2022-09-06 12:00:00,BTC/USDT,19931,19931,19875,19875,0.80893519,16077.58690125
1662462000,2022-09-06 11:00:00,BTC/USDT,19890,19914,19883,19883,0.28569854,5680.54407082
1662458400,2022-09-06 10:00:00,BTC/USDT,19977,19992,19977,19992,0.01480111,295.90379112
1662454800,2022-09-06 09:00:00,BTC/USDT,19972,19972,19972,19972,0.03691751,737.31650972
1662451200,2022-09-06 08:00:00,BTC/USDT,19900,19961,19900,19961,0.03308120,660.3338332
1662447600,2022-09-06 07:00:00,BTC/USDT,19889,19949,19889,19938,0.73320762,14618.693527559999
1662444000,2022-09-06 06:00:00,BTC/USDT,19766,19766,19766,19766,0.00000000,0.0
1662440400,2022-09-06 05:00:00,BTC/USDT,19758,19766,19752,19766,0.28450971,5623.61892786
1662436800,2022-09-06 04:00:00,BTC/USDT,19804,19816,19781,19781,0.00968617,191.60212876999998
1662433200,2022-09-06 03:00:00,BTC/USDT,19754,19754,19754,19754,0.00094801,18.72698954
1662429600,2022-09-06 02:00:00,BTC/USDT,19727,19727,19710,19710,0.03586704,706.9393584000001
1662426000,2022-09-06 01:00:00,BTC/USDT,20014,20014,20014,20014,0.00151137,30.248559179999997
1662422400,2022-09-06 00:00:00,BTC/USDT,19781,20155,19781,20155,0.03913088,788.6828864
1662418800,2022-09-05 23:00:00,BTC/USDT,19807,19807,19767,19768,0.00910873,180.06137464000003
1662415200,2022-09-05 22:00:00,BTC/USDT,19727,19766,19727,19764,0.09464973,1870.65726372
1662411600,2022-09-05 21:00:00,BTC/USDT,19753,19758,19729,19729,0.02200185,434.07449865
1662408000,2022-09-05 20:00:00,BTC/USDT,19706,19792,19706,19745,0.17129539,3382.22747555
1662404400,2022-09-05 19:00:00,BTC/USDT,19742,19742,19695,19695,0.02891891,569.55793245
1662400800,2022-09-05 18:00:00,BTC/USDT,19834,19834,19686,19740,0.71741154,14161.7037996
1662397200,2022-09-05 17:00:00,BTC/USDT,19850,19850,19816,19816,0.10102834,2001.97758544
1662393600,2022-09-05 16:00:00,BTC/USDT,19858,19884,19831,19851,0.36187816,7183.64335416
1662390000,2022-09-05 15:00:00,BTC/USDT,19893,19941,19836,19872,0.77210087,15343.18848864
